,body_text,label,body_text_clean,body_text_tokenized,body_text_nostop,body_text_stemmed,body_text_pos
456,Bush couldn't make it to the GOP convention because he's too busy trying to blow up the levees in New Orleans again. #tcot #sarcasm,NOT_SARCASM,bush couldnt make it to the gop convention because hes too busy trying to blow up the levees in new orleans again,"['bush', 'couldnt', 'make', 'it', 'to', 'the', 'gop', 'convention', 'because', 'hes', 'too', 'busy', 'trying', 'to', 'blow', 'up', 'the', 'levees', 'in', 'new', 'orleans', 'again']","['bush', 'couldnt', 'make', 'gop', 'convention', 'hes', 'busy', 'trying', 'blow', 'levees', 'new', 'orleans']","['bush', 'couldnt', 'make', 'gop', 'convent', 'he', 'busi', 'tri', 'blow', 'leve', 'new', 'orlean']","['bush_NN', 'couldnt_NNS', 'make_VBP', 'gop_JJ', 'convent_NN', 'he_PRP', 'busi_VBZ', 'tri_JJ', 'blow_NN', 'leve_VBP', 'new_JJ', 'orlean_NN']"
457,@carlwebber whatever plans you have scrap them. There's nowhere I'd rather be #sarcasm,NOT_SARCASM,carlwebber whatever plans you have scrap them theres nowhere id rather be,"['carlwebber', 'whatever', 'plans', 'you', 'have', 'scrap', 'them', 'theres', 'nowhere', 'id', 'rather', 'be']","['carlwebber', 'whatever', 'plans', 'scrap', 'theres', 'nowhere', 'id', 'rather']","['carlwebb', 'whatev', 'plan', 'scrap', 'there', 'nowher', 'id', 'rather']","['carlwebb_NN', 'whatev_NN', 'plan_NN', 'scrap_VBP', 'there_RB', 'nowher_RB', 'id_NN', 'rather_RB']"
458,I like going to chem and learning about NASA.. #sarcasm?,SARCASM,i like going to chem and learning about nasa,"['i', 'like', 'going', 'to', 'chem', 'and', 'learning', 'about', 'nasa']","['like', 'going', 'chem', 'learning', 'nasa']","['like', 'go', 'chem', 'learn', 'nasa']","['like_IN', 'go_VBP', 'chem_NN', 'learn_NN', 'nasa_NN']"
459,@SpecialKBrook @carl_froch @skysports ringside gets right in there telling you how it is,NOT_SARCASM,specialkbrook carl froch skysports ringside gets right in there telling you how it is,"['specialkbrook', 'carl', 'froch', 'skysports', 'ringside', 'gets', 'right', 'in', 'there', 'telling', 'you', 'how', 'it', 'is']","['specialkbrook', 'carl', 'froch', 'skysports', 'ringside', 'gets', 'right', 'telling']","['specialkbrook', 'carl', 'froch', 'skysport', 'ringsid', 'get', 'right', 'tell']","['specialkbrook_NN', 'carl_NN', 'froch_NN', 'skysport_NN', 'ringsid_NN', 'get_VB', 'right_JJ', 'tell_NN']"
460,"All the people on Twitter this morning are like really sarcastic, lmao. #sarcasm",NOT_SARCASM,all the people on twitter this morning are like really sarcastic lmao,"['all', 'the', 'people', 'on', 'twitter', 'this', 'morning', 'are', 'like', 'really', 'sarcastic', 'lmao']","['people', 'twitter', 'morning', 'like', 'really', 'sarcastic', 'lmao']","['peopl', 'twitter', 'morn', 'like', 'realli', 'sarcast', 'lmao']","['peopl_NN', 'twitter_NN', 'morn_VBP', 'like_IN', 'realli_NN', 'sarcast_NN', 'lmao_NN']"
461,16 people followed me and 3 people unfollowed me // automatically checked by http://t.co/EjcOfHCn,NOT_SARCASM,people followed me and people unfollowed me automatically checked by,"['people', 'followed', 'me', 'and', 'people', 'unfollowed', 'me', 'automatically', 'checked', 'by']","['people', 'followed', 'people', 'unfollowed', 'automatically', 'checked']","['peopl', 'follow', 'peopl', 'unfollow', 'automat', 'check']","['peopl_NN', 'follow_VBP', 'peopl_NN', 'unfollow_JJ', 'automat_NN', 'check_NN']"
462,@brisbanebroncos I think so. I don't remember him being very good though. #sarcasm #clearly #lol,NOT_SARCASM,brisbanebroncos i think so i dont remember him being very good though,"['brisbanebroncos', 'i', 'think', 'so', 'i', 'dont', 'remember', 'him', 'being', 'very', 'good', 'though']","['brisbanebroncos', 'think', 'dont', 'remember', 'good', 'though']","['brisbanebronco', 'think', 'dont', 'rememb', 'good', 'though']","['brisbanebronco_NN', 'think_VBP', 'dont_JJ', 'rememb_NN', 'good_JJ', 'though_IN']"
463,tugas oh tugas,NOT_SARCASM,tugas oh tugas,"['tugas', 'oh', 'tugas']","['tugas', 'oh', 'tugas']","['tuga', 'oh', 'tuga']","['tuga_NN', 'oh_UH', 'tuga_NN']"
464,Evaluasi terakhir selesai tinggal bertanding di PON (҂'̀⌣'́)9 semangaaat !!!!!!!,NOT_SARCASM,evaluasi terakhir selesai tinggal bertanding di pon semangaaat,"['evaluasi', 'terakhir', 'selesai', 'tinggal', 'bertanding', 'di', 'pon', 'semangaaat']","['evaluasi', 'terakhir', 'selesai', 'tinggal', 'bertanding', 'di', 'pon', 'semangaaat']","['evaluasi', 'terakhir', 'selesai', 'tinggal', 'bertand', 'di', 'pon', 'semangaaat']","['evaluasi_NN', 'terakhir_NN', 'selesai_JJ', 'tinggal_JJ', 'bertand_NN', 'di_NN', 'pon_NN', 'semangaaat_NN']"
465,My ex boyfriend heard of At Sunset through his cousin. Lol. What a coincidence seeing as not many people in the UK have heard of them...,NOT_SARCASM,my ex boyfriend heard of at sunset through his cousin lol what a coincidence seeing as not many people in the uk have heard of them,"['my', 'ex', 'boyfriend', 'heard', 'of', 'at', 'sunset', 'through', 'his', 'cousin', 'lol', 'what', 'a', 'coincidence', 'seeing', 'as', 'not', 'many', 'people', 'in', 'the', 'uk', 'have', 'heard', 'of', 'them']","['ex', 'boyfriend', 'heard', 'sunset', 'cousin', 'lol', 'coincidence', 'seeing', 'many', 'people', 'uk', 'heard']","['ex', 'boyfriend', 'heard', 'sunset', 'cousin', 'lol', 'coincid', 'see', 'mani', 'peopl', 'uk', 'heard']","['ex_JJ', 'boyfriend_VB', 'heard_NN', 'sunset_NN', 'cousin_NN', 'lol_NN', 'coincid_NN', 'see_VBP', 'mani_JJ', 'peopl_NN', 'uk_JJ', 'heard_NN']"
466,"Cup of tea, cuddles with Henry and Dear John:(",NOT_SARCASM,cup of tea cuddles with henry and dear john,"['cup', 'of', 'tea', 'cuddles', 'with', 'henry', 'and', 'dear', 'john']","['cup', 'tea', 'cuddles', 'henry', 'dear', 'john']","['cup', 'tea', 'cuddl', 'henri', 'dear', 'john']","['cup_NN', 'tea_NN', 'cuddl_NN', 'henri_NN', 'dear_VBP', 'john_NN']"
467,thank god for spell check! #grammarnazi #sarcasm,NOT_SARCASM,thank god for spell check,"['thank', 'god', 'for', 'spell', 'check']","['thank', 'god', 'spell', 'check']","['thank', 'god', 'spell', 'check']","['thank_NN', 'god_NN', 'spell_NN', 'check_VB']"
468,I love the fact that my mom woke me up. #sarcasm,SARCASM,i love the fact that my mom woke me up,"['i', 'love', 'the', 'fact', 'that', 'my', 'mom', 'woke', 'me', 'up']","['love', 'fact', 'mom', 'woke']","['love', 'fact', 'mom', 'woke']","['love_VB', 'fact_NN', 'mom_NN', 'woke_VBD']"
469,I don't even understand why I cringe at everything,NOT_SARCASM,i dont even understand why i cringe at everything,"['i', 'dont', 'even', 'understand', 'why', 'i', 'cringe', 'at', 'everything']","['dont', 'even', 'understand', 'cringe', 'everything']","['dont', 'even', 'understand', 'cring', 'everyth']","['dont_RB', 'even_RB', 'understand_VBP', 'cring_VBG', 'everyth_NN']"
470,So.. what's this new thing in school EVERYONE'S talking about #sarcasm,NOT_SARCASM,so whats this new thing in school everyones talking about,"['so', 'whats', 'this', 'new', 'thing', 'in', 'school', 'everyones', 'talking', 'about']","['whats', 'new', 'thing', 'school', 'everyones', 'talking']","['what', 'new', 'thing', 'school', 'everyon', 'talk']","['what_WP', 'new_JJ', 'thing_NN', 'school_NN', 'everyon_NN', 'talk_NN']"
471,I love waking up to shit like that. #sarcasm Today is already not starting off good. #hurt,SARCASM,i love waking up to shit like that today is already not starting off good,"['i', 'love', 'waking', 'up', 'to', 'shit', 'like', 'that', 'today', 'is', 'already', 'not', 'starting', 'off', 'good']","['love', 'waking', 'shit', 'like', 'today', 'already', 'starting', 'good']","['love', 'wake', 'shit', 'like', 'today', 'alreadi', 'start', 'good']","['love_VB', 'wake_NN', 'shit_NN', 'like_IN', 'today_NN', 'alreadi_IN', 'start_NN', 'good_NN']"
472,Great time to get sick #sarcasm,SARCASM,great time to get sick,"['great', 'time', 'to', 'get', 'sick']","['great', 'time', 'get', 'sick']","['great', 'time', 'get', 'sick']","['great_JJ', 'time_NN', 'get_VB', 'sick_JJ']"
473,Anyone have a place we could drink at? Alcohol will be provided just need a place! The original spot bailed. Hit me up! 503 550 6824,NOT_SARCASM,anyone have a place we could drink at alcohol will be provided just need a place the original spot bailed hit me up,"['anyone', 'have', 'a', 'place', 'we', 'could', 'drink', 'at', 'alcohol', 'will', 'be', 'provided', 'just', 'need', 'a', 'place', 'the', 'original', 'spot', 'bailed', 'hit', 'me', 'up']","['anyone', 'place', 'could', 'drink', 'alcohol', 'provided', 'need', 'place', 'original', 'spot', 'bailed', 'hit']","['anyon', 'place', 'could', 'drink', 'alcohol', 'provid', 'need', 'place', 'origin', 'spot', 'bail', 'hit']","['anyon_JJ', 'place_NN', 'could_MD', 'drink_VB', 'alcohol_NN', 'provid_NN', 'need_VBP', 'place_NN', 'origin_VBP', 'spot_NN', 'bail_NN', 'hit_NN']"
474,Late nights early mornings,NOT_SARCASM,late nights early mornings,"['late', 'nights', 'early', 'mornings']","['late', 'nights', 'early', 'mornings']","['late', 'night', 'earli', 'morn']","['late_RB', 'night_NN', 'earli_NN', 'morn_NN']"
475,Game tomorrow night (:,NOT_SARCASM,game tomorrow night,"['game', 'tomorrow', 'night']","['game', 'tomorrow', 'night']","['game', 'tomorrow', 'night']","['game_NN', 'tomorrow_NN', 'night_NN']"
476,@N_Jarvis Awww really?! And there's me thinking it could happen... #sarcasm Lol!,NOT_SARCASM,n jarvis awww really and theres me thinking it could happen lol,"['n', 'jarvis', 'awww', 'really', 'and', 'theres', 'me', 'thinking', 'it', 'could', 'happen', 'lol']","['n', 'jarvis', 'awww', 'really', 'theres', 'thinking', 'could', 'happen', 'lol']","['n', 'jarvi', 'awww', 'realli', 'there', 'think', 'could', 'happen', 'lol']","['n_JJ', 'jarvi_NN', 'awww_NN', 'realli_VBP', 'there_EX', 'think_VB', 'could_MD', 'happen_VB', 'lol_NN']"
477,"""Women who love republicans who hate them"" http://t.co/U6cb0D6A",NOT_SARCASM,women who love republicans who hate them,"['women', 'who', 'love', 'republicans', 'who', 'hate', 'them']","['women', 'love', 'republicans', 'hate']","['women', 'love', 'republican', 'hate']","['women_NNS', 'love_VBP', 'republican_JJ', 'hate_NN']"
478,I love having my umbrella break while walking in the pouring rain across campus! #BestFeelingEver #Sarcasm,NOT_SARCASM,i love having my umbrella break while walking in the pouring rain across campus,"['i', 'love', 'having', 'my', 'umbrella', 'break', 'while', 'walking', 'in', 'the', 'pouring', 'rain', 'across', 'campus']","['love', 'umbrella', 'break', 'walking', 'pouring', 'rain', 'across', 'campus']","['love', 'umbrella', 'break', 'walk', 'pour', 'rain', 'across', 'campu']","['love_VB', 'umbrella_NN', 'break_NN', 'walk_VBP', 'pour_JJ', 'rain_NN', 'across_IN', 'campu_NN']"
479,You know I'd fall apart without you.. Don't know how you do what you do&lt;3,NOT_SARCASM,you know id fall apart without you dont know how you do what you do lt,"['you', 'know', 'id', 'fall', 'apart', 'without', 'you', 'dont', 'know', 'how', 'you', 'do', 'what', 'you', 'do', 'lt']","['know', 'id', 'fall', 'apart', 'without', 'dont', 'know', 'lt']","['know', 'id', 'fall', 'apart', 'without', 'dont', 'know', 'lt']","['know_VB', 'id_JJ', 'fall_NN', 'apart_RB', 'without_IN', 'dont_NN', 'know_VBP', 'lt_NN']"
480,Draw and Fade Golf Shots Cavity or Blade - http://t.co/QuSC6Yj4,NOT_SARCASM,draw and fade golf shots cavity or blade,"['draw', 'and', 'fade', 'golf', 'shots', 'cavity', 'or', 'blade']","['draw', 'fade', 'golf', 'shots', 'cavity', 'blade']","['draw', 'fade', 'golf', 'shot', 'caviti', 'blade']","['draw_NN', 'fade_NN', 'golf_NN', 'shot_NN', 'caviti_NN', 'blade_NN']"
481,I had a great day. #sarcasm,NOT_SARCASM,i had a great day,"['i', 'had', 'a', 'great', 'day']","['great', 'day']","['great', 'day']","['great_JJ', 'day_NN']"
482,"well, shit, at least you tried.",NOT_SARCASM,well shit at least you tried,"['well', 'shit', 'at', 'least', 'you', 'tried']","['well', 'shit', 'least', 'tried']","['well', 'shit', 'least', 'tri']","['well_RB', 'shit_VB', 'least_JJS', 'tri_NN']"
483,My favorite part of the day: When I hear that LOUD sigh and watch the headphones go on. #Sarcasm #HappyFriday #Shhh,NOT_SARCASM,my favorite part of the day when i hear that loud sigh and watch the headphones go on,"['my', 'favorite', 'part', 'of', 'the', 'day', 'when', 'i', 'hear', 'that', 'loud', 'sigh', 'and', 'watch', 'the', 'headphones', 'go', 'on']","['favorite', 'part', 'day', 'hear', 'loud', 'sigh', 'watch', 'headphones', 'go']","['favorit', 'part', 'day', 'hear', 'loud', 'sigh', 'watch', 'headphon', 'go']","['favorit_JJ', 'part_NN', 'day_NN', 'hear_VBP', 'loud_JJ', 'sigh_JJ', 'watch_NN', 'headphon_NN', 'go_VB']"
484,Good morning @LetsBeREAL_B have a nice day,NOT_SARCASM,good morning letsbereal b have a nice day,"['good', 'morning', 'letsbereal', 'b', 'have', 'a', 'nice', 'day']","['good', 'morning', 'letsbereal', 'b', 'nice', 'day']","['good', 'morn', 'letsber', 'b', 'nice', 'day']","['good_JJ', 'morn_NN', 'letsber_NN', 'b_JJ', 'nice_JJ', 'day_NN']"
485,"""I would go through all this pain take a bullet straight through my brain Yes I would die for you baby but you wont do the same""",NOT_SARCASM,i would go through all this pain take a bullet straight through my brain yes i would die for you baby but you wont do the same,"['i', 'would', 'go', 'through', 'all', 'this', 'pain', 'take', 'a', 'bullet', 'straight', 'through', 'my', 'brain', 'yes', 'i', 'would', 'die', 'for', 'you', 'baby', 'but', 'you', 'wont', 'do', 'the', 'same']","['would', 'go', 'pain', 'take', 'bullet', 'straight', 'brain', 'yes', 'would', 'die', 'baby', 'wont']","['would', 'go', 'pain', 'take', 'bullet', 'straight', 'brain', 'ye', 'would', 'die', 'babi', 'wont']","['would_MD', 'go_VB', 'pain_RB', 'take_JJ', 'bullet_NN', 'straight_VBD', 'brain_NN', 'ye_NN', 'would_MD', 'die_VB', 'babi_NN', 'wont_NN']"
486,Yep that rapping guy TOTALLY makes me want to go to your school.... #sarcasm #icdccollege,SARCASM,yep that rapping guy totally makes me want to go to your school,"['yep', 'that', 'rapping', 'guy', 'totally', 'makes', 'me', 'want', 'to', 'go', 'to', 'your', 'school']","['yep', 'rapping', 'guy', 'totally', 'makes', 'want', 'go', 'school']","['yep', 'rap', 'guy', 'total', 'make', 'want', 'go', 'school']","['yep_NN', 'rap_NN', 'guy_NN', 'total_JJ', 'make_NN', 'want_NN', 'go_VB', 'school_NN']"
487,@TraceHewson @Thehun222 Wow you guys are such great friends... #sarcasm -_-,SARCASM,tracehewson thehun wow you guys are such great friends,"['tracehewson', 'thehun', 'wow', 'you', 'guys', 'are', 'such', 'great', 'friends']","['tracehewson', 'thehun', 'wow', 'guys', 'great', 'friends']","['tracehewson', 'thehun', 'wow', 'guy', 'great', 'friend']","['tracehewson_NN', 'thehun_NN', 'wow_NN', 'guy_NN', 'great_JJ', 'friend_NN']"
488,today is gonna be fun! #sarcasm,NOT_SARCASM,today is gonna be fun,"['today', 'is', 'gon', 'na', 'be', 'fun']","['today', 'gon', 'na', 'fun']","['today', 'gon', 'na', 'fun']","['today_NN', 'gon_VB', 'na_TO', 'fun_VB']"
489,Worst headache of my entire life.. Can barely even stand up or open my eyes... #awesome #cantwaittogettoschool #sarcasm,SARCASM,worst headache of my entire life can barely even stand up or open my eyes,"['worst', 'headache', 'of', 'my', 'entire', 'life', 'can', 'barely', 'even', 'stand', 'up', 'or', 'open', 'my', 'eyes']","['worst', 'headache', 'entire', 'life', 'barely', 'even', 'stand', 'open', 'eyes']","['worst', 'headach', 'entir', 'life', 'bare', 'even', 'stand', 'open', 'eye']","['worst_RB', 'headach_NN', 'entir_JJ', 'life_NN', 'bare_NN', 'even_RB', 'stand_VBP', 'open_JJ', 'eye_NN']"
490,Miss some of the show? You can find plenty of videos on our http://t.co/CiqPBnmV page: http://t.co/a2ryTRNR #NFLAM,NOT_SARCASM,miss some of the show you can find plenty of videos on our page,"['miss', 'some', 'of', 'the', 'show', 'you', 'can', 'find', 'plenty', 'of', 'videos', 'on', 'our', 'page']","['miss', 'show', 'find', 'plenty', 'videos', 'page']","['miss', 'show', 'find', 'plenti', 'video', 'page']","['miss_NN', 'show_NN', 'find_VBP', 'plenti_JJ', 'video_NN', 'page_NN']"
491,If Vandy wins tonight that just validates how loaded the SEC is top to bottom... #sarcasm,NOT_SARCASM,if vandy wins tonight that just validates how loaded the sec is top to bottom,"['if', 'vandy', 'wins', 'tonight', 'that', 'just', 'validates', 'how', 'loaded', 'the', 'sec', 'is', 'top', 'to', 'bottom']","['vandy', 'wins', 'tonight', 'validates', 'loaded', 'sec', 'top', 'bottom']","['vandi', 'win', 'tonight', 'valid', 'load', 'sec', 'top', 'bottom']","['vandi_NN', 'win_NN', 'tonight_NN', 'valid_JJ', 'load_NN', 'sec_NN', 'top_JJ', 'bottom_NN']"
492,Bummeerrrr I forgot to wear my Dr. Dre beat headphones to class today..... #sarcasm,NOT_SARCASM,bummeerrrr i forgot to wear my dr dre beat headphones to class today,"['bummeerrrr', 'i', 'forgot', 'to', 'wear', 'my', 'dr', 'dre', 'beat', 'headphones', 'to', 'class', 'today']","['bummeerrrr', 'forgot', 'wear', 'dr', 'dre', 'beat', 'headphones', 'class', 'today']","['bummeerrrr', 'forgot', 'wear', 'dr', 'dre', 'beat', 'headphon', 'class', 'today']","['bummeerrrr_NN', 'forgot_VBD', 'wear_JJ', 'dr_NN', 'dre_NN', 'beat_VBD', 'headphon_JJ', 'class_NN', 'today_NN']"
493,"Yep, you're right. #sarcasm #ihatepeople",NOT_SARCASM,yep youre right,"['yep', 'youre', 'right']","['yep', 'youre', 'right']","['yep', 'your', 'right']","['yep_RB', 'your_PRP$', 'right_NN']"
494,With my don @naiizycrazy xxxx I love her too mucchhhh xxx,NOT_SARCASM,with my don naiizycrazy xxxx i love her too mucchhhh xxx,"['with', 'my', 'don', 'naiizycrazy', 'xxxx', 'i', 'love', 'her', 'too', 'mucchhhh', 'xxx']","['naiizycrazy', 'xxxx', 'love', 'mucchhhh', 'xxx']","['naiizycrazi', 'xxxx', 'love', 'mucchhhh', 'xxx']","['naiizycrazi_JJ', 'xxxx_NNP', 'love_NN', 'mucchhhh_NN', 'xxx_NN']"
495,How do you say bistro in foreign? @MattySchmack,NOT_SARCASM,how do you say bistro in foreign mattyschmack,"['how', 'do', 'you', 'say', 'bistro', 'in', 'foreign', 'mattyschmack']","['say', 'bistro', 'foreign', 'mattyschmack']","['say', 'bistro', 'foreign', 'mattyschmack']","['say_VB', 'bistro_JJ', 'foreign_JJ', 'mattyschmack_NN']"
496,Testing 1 2 3,NOT_SARCASM,testing,['testing'],['testing'],['test'],['test_NN']
497,@exaggerated welcome!,NOT_SARCASM,exaggerated welcome,"['exaggerated', 'welcome']","['exaggerated', 'welcome']","['exagger', 'welcom']","['exagger_NN', 'welcom_NN']"
498,I favorited a @YouTube video http://t.co/nrWkeuiP Hollywood Undead - Christmas In Hollywood (W / Lyrics),NOT_SARCASM,i favorited a youtube video hollywood undead christmas in hollywood w lyrics,"['i', 'favorited', 'a', 'youtube', 'video', 'hollywood', 'undead', 'christmas', 'in', 'hollywood', 'w', 'lyrics']","['favorited', 'youtube', 'video', 'hollywood', 'undead', 'christmas', 'hollywood', 'w', 'lyrics']","['favorit', 'youtub', 'video', 'hollywood', 'undead', 'christma', 'hollywood', 'w', 'lyric']","['favorit_NN', 'youtub_NN', 'video_NN', 'hollywood_NN', 'undead_JJ', 'christma_NN', 'hollywood_NN', 'w_NN', 'lyric_NN']"
499,@OchoSingkhek I didnt need help.after all ;) well some what #kennings.,NOT_SARCASM,ochosingkhek i didnt need help after all well some what,"['ochosingkhek', 'i', 'didnt', 'need', 'help', 'after', 'all', 'well', 'some', 'what']","['ochosingkhek', 'didnt', 'need', 'help', 'well']","['ochosingkhek', 'didnt', 'need', 'help', 'well']","['ochosingkhek_NN', 'didnt_NN', 'need_NN', 'help_NN', 'well_VB']"
